,title,area,numberOfRooms,price,town,district
2564,KİRALIK DAİRE 3+1 165m2,165,3+1,7.200,Yakuplu,
2565,Prestij Beykent Projesinde Full Deniz Manzaralı Kiralık 3+1,180,3+1,13.500,Gürpınar,Adnan Kahveci Mah.
2566,BEYLİKDÜZÜ DEMİR ROMANCE SİTESİ'NDE 150 M2 KİRALIK 3+1 DAİRE,150,3+1,14.000,Kavaklı,Cumhuriyet Mah.
2567,İhlas marmara 3 te kiralık 3.5+1 temiz daire,190,3.5+1,17.000,Yakuplu,Marmara Mah.
2568,merkezi konumda kiralık daire,145,3+1,6.000,Kavaklı,Barış Mh.
2569,BEYLİKDÜZÜ MARMARA MAH FULL EŞYALI CADDE ÜZERİ KİRALIK 2+1,110,2+1,10.000,Yakuplu,Marmara Mah.
2570,daire eşyalı kiralık için 3+1 muhteşem manzara,150,3+1,9.000,Yakuplu,Marmara Mah.
2571,Beylikdüzü Kavaklı merkezde 3 artı 2 dubleks,140,3+2,7.000,Kavaklı,Kavaklı Mh.
2572,BEYLİKDÜZÜ LİV MARİNE 4+1 KİRALIK BAHÇE DUBLEKS,183,4+1,15.000,Kavaklı,Sahil Mah.
2573,MERKEZİ LOKASYONDA YENİ VE FERAH 2+1 KİRAİK DAİRE !!,110,2+1,6.000,Kavaklı,Kavaklı Mh.
2574,Beylikdüzü gürpınar'da kiralık dubleks daire,150,3+1,5.500,Gürpınar,Dereağzı Mh.
2575,Demir Country 2+1,140,2+1,10.000,Kavaklı,Kavaklı Mh.
2576,Marmara mah eşyalı . kiralık 3+1,165,3+1,15.000,Yakuplu,Marmara Mah.
2577,Beylikdüzü Barış Mahallesi Kardelen Sitesi 3+1 Kiralık Daire Boş,165,3+1,8.000,Kavaklı,Barış Mh.
2578,İH.MARMARA 3 E.BANYOLU GİYİNME ODASI G.DOLAPLI KLİMALI 193m 3+1,190,3+1,17.000,Yakuplu,Marmara Mah.
2579,brand istanbul park 1+1 sahibinden,68,1+1,7.500,Kavaklı,Büyükşehir Mh.
2580,TÜLAY ÖZKÖK'TEN TEMİZ AYDINLIK İYİ KONUM KİRALIK DAİRE,155,3+1,7.250,Kavaklı,Barış Mh.
2581,Aydınlar Sitesinde Kiralık Deniz Manzaralı Bahçeli 4+1 Villa,160,4+1,10.500,Gürpınar,Dereağzı Mh.
2582,KIRALIK 3+2 DUBLEKS YAKUPLU DA,145,3+2,6.900,Yakuplu,
2583,Nursan Konaklarında Eşyalı 1+1,73,1+1,7.500,Gürpınar,Adnan Kahveci Mah.
2584,İHLAS MARMARA EVLERİ 3. KISIMDA KİRALIK 3+1 DAİRE,180,3.5+1,17.000,Yakuplu,Marmara Mah.
2585,ARBİN GRUP TAN AVRUPA CADDESİNDE DENİZ MANZARALI EŞYALI KİRALIK,185,3+1,11.000,Gürpınar,Adnan Kahveci Mah.
2586,adnan kahveci de lüx sitede havuzlu 5+2 dublex,350,5+2,18.000,Gürpınar,Adnan Kahveci Mah.
2587,BEYLİKDÜZÜ ADNAN KAHVECİ MAH. KİRALIK 3+1 DAİRE,200,3+1,14.000,Gürpınar,Adnan Kahveci Mah.
2588,BEYLİKDÜZÜ BASIN DOĞA SİTESİ 2+1 KOÇ ORTAOKULUNA KOMŞU,125,2+1,7.200,Kavaklı,Cumhuriyet Mah.
2589,ADNANKAHVECİDE KİRALIK 4+2 DUBLEKS FULL ÖZEL YAPIM MUTLAKA GÖRÜN,270,4+2,13.000,Gürpınar,Adnan Kahveci Mah.
2590,BEYLİKDÜZÜ LİV MARMARA'DA DENİZ MANZARALI 1+1,65,1+1,4.750,Yakuplu,
2591,BEYLİKDÜZÜ ADNAN KAHVECİ MAH KİRALIK SİTE İÇİ YABANCIYA UYGUN,140,3+1,8.000,Kavaklı,Barış Mh.
2592,BEYLİKDÜZÜ ADNAN KAHVECİ MAH KİRALIK SİTE İÇİ YABANCIYA UYGUN,70,1+1,4.500,Gürpınar,Adnan Kahveci Mah.
2593,Kubist Park Residence 'da Esyalı Teraslı Kiralık 1+1,55,1+1,8.000,Gürpınar,Adnan Kahveci Mah.
2594,KİRALIK EŞYALI 3+1 DENİZ MANZARALI DAİRE,165,3+1,10.000,Yakuplu,Marmara Mah.
2595,Beylikdüzü İhlas Marmara 3 kiralık daire,180,3+1,17.000,Yakuplu,Marmara Mah.
2596,***BEYLİKDÜZÜ İHLAS MARMARA 3 -FULL PEYZAJ 3+1 *17.000 TL.***,196,3+1,17.000,Yakuplu,Marmara Mah.
2597,Yakuplu'da ButikSite İçerisinde Eşyalı 1+1Ayrı mutfaklı kiralık,85,1+1,6.000,Yakuplu,
2598,REMAX ONUR DAN MAKYOL YAŞAM KİRALIK 3+1,166,3+1,14.500,Kavaklı,Barış Mh.
2599,GUVEN GAYRİMENKUL DEN TEMIZ 3+1 EŞYALI KIRALIK DAIRE,145,3+1,10.000,Kavaklı,Barış Mh.
2600,REFORMDAN 1+1 84 M2 & METROBÜS 14 DK & !!!! 3250 TL,84,1+1,3.250,Merkez,Beylikdüzü OSB
2601,Adnan kahveci de merkezi konumda kiralık 3+1 daire,188,3+1,18.000,Gürpınar,Adnan Kahveci Mah.
2602,Sahil mah Yay sokak Kiralık Bahçe Katı 5000 Yabancıya Uygn Değil,85,2+1,5.000,Kavaklı,Sahil Mah.
2603,BEYLİKDÜZÜ GÜRPINAR DA 3+1 ARA KAT GÜNEY CEPHE KİRALIK DAİRE,120,3+1,5.000,Gürpınar,Gürpınar Mh.
2604,ŞEKER EMLAKTAN KAVAKLI MERKEZDE KİRALIK 2+2 DUBLEKS,140,2+2,7.000,Kavaklı,Kavaklı Mh.
2605,"Barış Mahallesinde , Aile Sitesinde 165m2 Kiralık 3+1 Daire",185,3+1,8.000,Kavaklı,Barış Mh.
2606,İHLAS MARMARA EVLERİ 1.KISIMDA KİRALIK 150 M2 EŞYALI DAİRE,160,3+1,10.500,Yakuplu,Marmara Mah.
2607,kiralık dublex 4+2,230,4+2,10.000,Yakuplu,
2608,BEYLİKDÜZÜ MARMARA EVLERİ 3 Sitesinde KİRALIK LÜKS 3+1,180,3+1,17.000,Yakuplu,Marmara Mah.
2609,LİV MARMARA' da Kiralık EŞYALI 1+1 Daire,65,1+1,5.500,Yakuplu,
2610,LÜKS SİTE İÇERİSİNDE ARAKAT BALKONLU KISMÎ EŞYALI 3+1 200 M2,200,3+1,12.000,Gürpınar,Adnan Kahveci Mah.
2611,BEYLİKDÜZÜ DEMİR COUNTRY'DE 1+1 KİRALIK DAİRE,75,1+1,6.500,Kavaklı,Kavaklı Mh.
2612,Beylikdüzü barış mahallesinde vira İstanbulda kiralık daire,120,2.5+1,8.000,Kavaklı,Barış Mh.
2613,FOR SHORT RENT LUXURY 3+1,175,3+1,15.000,Kavaklı,Cumhuriyet Mah.
2614,BEYLİKDÜZÜ MERKEZ EŞYALI 3+1 TEMİZ DAİRE 150 m2,150,3+1,8.250,Kavaklı,Büyükşehir Mh.
2615,BEYLİKDÜZÜ YAKUPLU KİRALIK SIFIR DUBLEKS,200,3+2,7.000,Yakuplu,
2616,BEYLİKDÜZÜ YAKUPLU LİMAN YOLU YAKINI ASANSÖRLÜ 3+2 DUBLEX 7500TL,200,3+2,7.500,Yakuplu,
2617,BEYLİKDÜZÜ KAVAKLI İHLAS 2 ALTI 1+1 ÇATI KATI BAYANA UYGUN 4000,75,1+1,4.000,Kavaklı,Kavaklı Mh.
2618,WEST SİDE 2'DE KIRALIK DAİRE,95,1+1,7.000,Kavaklı,Barış Mh.
2619,Beylikdüzü Aktel Residence Geniş Temiz Kiralık 3+1 Daire,170,3+1,10.000,Gürpınar,Adnan Kahveci Mah.
2620,Beylikdüzü İhlas Marmara Evleri 3 Sitesinde En İyi 3+1 Kiralık,180,3+1,15.000,Yakuplu,Marmara Mah.
2621,بیلیکدوزو ،کاواکلی 2+2دوبلکس,110,2+2,6.000,Kavaklı,Kavaklı Mh.
2622,BEYLİKDÜZÜ YAKUPLU MAH. 2+1 KİRALIK ARAKAT DAİRE,95,2+1,5.000,Yakuplu,
2623,بیلیکدوزو ،کاواکلی 2+2دوبلکس,110,2+2,6.000,Kavaklı,Kavaklı Mh.
2624,BEYLİKDÜZÜ YAKUPLU MAH. 2+1 KİRALIK ARAKAT DAİRE,95,2+1,5.000,Yakuplu,
2625,KALEKENT 2.ETAP DA KİRALİK 3+1 DAİRE,153,3+1,16.000,Gürpınar,Adnan Kahveci Mah.
2626,SAHİBİNDEN BİZİMKENT 1+1 D TİPİ TEMİZ DAİRE,80,1+1,5.400,Kavaklı,Cumhuriyet Mah.
2627,Beylikdüzü İhlas Marmara Evleri 3 Kısım 178M2 3+1 Kiralık Daire,178,3+1,17.000,Yakuplu,Marmara Mah.
2628,BEYLİKDÜZÜ KAVAKLIDA SİTE İÇİNDE 4+2 DUBLEX,220,4+2,7.500,Kavaklı,Kavaklı Mh.
2629,Adnankahveci de site içinde eşyalı 1+1 daire,75,1+1,7.000,Gürpınar,Adnan Kahveci Mah.
2630,BEYLİKDÜZÜ YAKUPLU ÖZAL CD DE 3+2 EŞYALI DAİRE (2+1/1+1AÇIKLAMA),165,3+2,7.000,Yakuplu,
2631,OMTEM GROUP'TAN 2+1 KAPALI MUTFAK TERASLI DAİRE,138,2+1,11.000,Kavaklı,Barış Mh.
2632,BEYLİKDÜZÜ BARIŞ MAH.ADAKENT DE KİRALIK 3+1 DAİRE 145 M2,145,3+1,8.000,Kavaklı,Barış Mh.
2633,BEYLİKDÜZÜ ESENYURT BÖLGESİ E-5E YAKIN KİRALIK OFİS VE KONUTLAR,100,1+1,9.250,Kavaklı,Cumhuriyet Mah.
2634,Beylikdüzü Adnan Kahveci Mah 3+1 Metrobüse yakın Kiralık Daire,180,3+1,7.000,Gürpınar,Adnan Kahveci Mah.
2635,DENİZ İSTANBUL'DA 1+1 DENİZ MANZARALI KİRALIK DAİRE,72,1+1,8.500,Yakuplu,Marmara Mah.
2636,DEMİR COUNTRY DENİZ MANZARALI KİRALIK DAİRE,72,1+1,8.000,Kavaklı,Kavaklı Mh.
2637,BEYLİKDÜZÜ VİRA İSTANBUL 1+1 EŞYALI KİRALIK DAİRE,85,1+1,8.000,Kavaklı,Barış Mh.
2638,Beylıkdüzü Beyaz Cıty 1+1 Ful Sıfır Eşyalı Kısa Dönem Kıralık,85,1+1,18.000,Kavaklı,Barış Mh.
2639,YAKUPLU MEYDAN 2+1 DAIRE YABANCILAR IÇİNDE UYGUNDUR,98,2+1,5.000,Yakuplu,
2640,ADNAN KAHVECİ'DE YENİ BİNADA SOSYAL DONATİLİ 3+1 145 M2 DAİRE,165,3+1,10.000,Gürpınar,Adnan Kahveci Mah.
2641,1+1 Emlak Ofisinden Lüx Ferah Merkeze 5 dk Uzaklıkta Merkezi (Pay Ölçer) Kiralık,75,1+1,6.000,Kavaklı,Kavaklı Mh.
2642,N TOWERS AİLE SİTESİ & 1+1 84 M2 & 3250 TL !!!,84,1+1,3.250,Merkez,Beylikdüzü OSB
2643,"YAKUPLU NÜFUS MÜDÜRLÜĞÜ YAKINI 4,5+1 KİRALIK DUBLEKS DAİRE",210,4.5+1,7.000,Yakuplu,
2644,KÜRE EMLAK EMRE YAŞAYANDAN GİNZA LAVİNYA KİRALIK BALKONLU 1+1,82,1+1,6.750,Kavaklı,Barış Mh.
2645,BEYLİKDÜZÜ İNNOVİA 2.ETAP & KISMEN EŞYALI 1+1 & 3500 TL,65,1+1,3.500,Kavaklı,Cumhuriyet Mah.
2646,KAVAKLİ MERKEZİNDE KİRALİK ESYALİ 2+1,120,2+1,10.000,Kavaklı,Kavaklı Mh.
2647,İhlas Marmara 4 de 4+1 Peyzaj Cephe 4+1 kiralik,204,4+1,15.500,Kavaklı,Kavaklı Mh.
2648,ANKA GAYRIMENKUL'DEN YAKUPLU 2+1,130,2+1,4.000,Yakuplu,
2649,BEYLIKDUZU KAYMAKAMLIK VE EMNIYET YAKINI 130 M2 DUBLEX,160,2+2,7.500,Kavaklı,Kavaklı Mh.
2650,Beylikdüzünde yüzme havuzlu 24 saat güvenlikli 3+1 daire,145,3+1,7.500,Kavaklı,Barış Mh.
2651,BEYLİKDÜZÜ ÇEŞME INŞ'TAN KİRALIK 2+1 BAHÇE KATI,80,2+1,4.500,Yakuplu,
2652,MARMARA EVLER 3 SİTESİ KİRALIK 3+1,168,3+1,17.000,Yakuplu,Marmara Mah.
2653,BEYLİKDÜZÜ KAVAKLI DA 2+1 KİRALIK DAİRE,85,2+1,5.500,Kavaklı,Kavaklı Mh.
2654,! NEWPORT SİTESİNDE ! & BALKONLU & ! KİRALIK 1+1 BOŞ DAİRE !,95,1+1,4.250,Yakuplu,
2655,DEMİR COUNTRY DENİZ MANZARALI KİRALIK DAİRE,72,1+1,7.850,Kavaklı,Kavaklı Mh.
2656,MAKYOL YAŞAM 1+1,72,1+1,7.500,Kavaklı,Barış Mh.
2657,BEYLİKDÜZÜ KAVAKLIDA MARMARA KONAKLARINDA KİRALIK 2+1 DAİRE,100,2+1,5.000,Kavaklı,Kavaklı Mh.
2658,Beylikdüzü Barış Mh Atatürk Bulvarı Üzeri Eşyalı 3+1KiralıkDaire,126,3+1,13.000,Kavaklı,Barış Mh.
2659,Barış Mahallesinde Sitede 3+1 Kiralık Daire,145,3+1,7.500,Kavaklı,Barış Mh.
2660,Beylikdüzü Barış Mh E5e 10 Dk Eşyalı Tripleks 5+1 Kiralık Daire,210,5+1,19.000,Kavaklı,Barış Mh.
2661,Beylikdüzü Adnan Kahveci site içi 3+1 Kiralık Daire,142,3+1,11.000,Gürpınar,Adnan Kahveci Mah.
2662,BEYLİKDÜZÜ YABANCIYA UYGUN 3+1 KİRALIK BOŞ SIFIR DAİRE,140,3+1,8.000,Gürpınar,Adnan Kahveci Mah.
2663,BARIŞ MAHALLESİNİN EN GÖZDE SİTESİNDE KAÇMAZ KİRALIK 4+1 DUBLEKS,200,3+1,11.000,Kavaklı,Barış Mh.
2664,2+1 Demir Country,85,2+1,7.500,Kavaklı,Kavaklı Mh.
2665,Yılmaz Grup'tan Havuzlu Kiralık Siteiçi Beylik pazar yanı 3+1,160,3+1,10.000,Gürpınar,Adnan Kahveci Mah.
2666,Deniz Manzaralı Loft 2+1 sıfır daire,150,2+1,14.000,Yakuplu,Marmara Mah.
2667,VİLLA KONSEPTİNDE DENİZE SIFIR GENİŞ M2'Lİ EŞYALI 2+1 DAİRE!,125,2+1,24.000,Gürpınar,Gürpınar Mh.
2668,Beylikduzunde Esyali Kiralık Daire,170,3+1,12.000,Gürpınar,Adnan Kahveci Mah.
2669,Beylikdüzü Gürpınar Bey Garden Sıfır 2+1 Daire Kiralık,100,2+1,8.000,Gürpınar,Gürpınar Mh.
2670,Bizimkent'te 1+1 Balkonlu Yaşam vadi manzaralı kiralık Daire,65,1+1,5.500,Kavaklı,Cumhuriyet Mah.
2671,HAVUZLU OTOPARKLI GÜVENLİKLİ SİTEDE 2+1 SÜPER LÜKS DAİRE,135,2+1,7.250,Gürpınar,Adnan Kahveci Mah.
2672,"BEYLİKDÜZÜ BASINDOĞA SİTESİ 2+1 ARA KAT ,GÜVENLİKLİ SİTE İÇİNDE",125,2+1,7.200,Kavaklı,Cumhuriyet Mah.
2673,Küre İRFAN da BEYLİKDÜZÜ METROBÜS YANI EŞYALI 2+1 KİRALIK DAİRE,135,2+1,6.650,Kavaklı,Barış Mh.
2674,خانه کرای داخل شهرک با تراس ۱۸۰ متری Kiralık daire 3+1,170,3+1,10.000,Kavaklı,Kavaklı Mh.
2675,BÜYÜKŞEHİRDE B TİPİ FULL YAPILI I KİRALIK,110,3+1,6.500,Kavaklı,Büyükşehir Mh.
2676,METROBÜSE YAKIN BEYLİKDÜZÜNDE 1+0 EŞYALI KİRALIK DAİRELER,65,1+0,5.000,Kavaklı,Barış Mh.
2677,BEYLİKDÜZÜ DEMİR COUNTRY'DE 3+1 KİRALIK DAİRE,175,3+1,11.000,Kavaklı,Kavaklı Mh.
2678,Fiyata Elektrik Su ve Aidat Dahildir. Teraslı Eşyalı Kiralık 1+0,75,1+0,5.000,Gürpınar,Adnan Kahveci Mah.
2679,ŞEKER EMLAK 2+1,110,2+1,6.000,Kavaklı,Kavaklı Mh.
2680,3+1 kiralık daire,150,3+1,4.000,Gürpınar,Gürpınar Mh.
2681,YEŞİLLİKLER İÇESİNDE HAVUZ GÜVENLİK OTOPARK SON DAİRELER,145,3+1,7.499,Kavaklı,Barış Mh.
2682,BEYLİKDÜZÜ BARIŞ MAH. KİRALIK DAİRE,145,3+1,6.500,Kavaklı,Barış Mh.
2683,Kavakli merkezde 4+2 kiralık manzaralı dubleks daire,230,4+2,15.000,Kavaklı,Kavaklı Mh.
2684,BEYLİKDÜZÜ MARMARA MAH'DE 2+1 KİRALIK GİRİŞ DAİRE,110,2+1,6.000,Kavaklı,Kavaklı Mh.
2685,KAVAKLI MAH SİTE İÇERİSİNDE KİRALIK 3+1 LÜKS DAİRELER,165,3+1,15.000,Kavaklı,Kavaklı Mh.
2686,BEYLİKDÜZÜ KAVAKLI'DA SİTE İÇİNDE KİRALIK 3+1 DAİRE,165,3+1,10.500,Kavaklı,Kavaklı Mh.
2687,MARMARA PALASTA SÜPER LÜKS GENİŞ 3+1 KİRALIK DAİRE!,190,3+1,8.500,Yakuplu,Marmara Mah.
2688,METROBÜS 15 DK ! EŞYALI 72 M2 1+1 & GÜVENLİKLİ 3500 TL,72,1+1,3.500,Merkez,Beylikdüzü OSB
2689,Vista 4 sitesinde Çatı Katı Havuzlu Fuul İLETİŞİM 0538 4201706,130,3+1,10.000,Gürpınar,Adnan Kahveci Mah.
2690,BEYLİKDÜZÜ DEMİR COUNTRY 2+1 KİRALIK DAİREشقة للايجار السنوي.صفر,125,2+1,8.500,Kavaklı,Kavaklı Mh.
2691,SARAYDA YAŞAMAK SİZİNDE HAKKINIZ 225m2 FULL EŞYALI,245,4+1,18.000,Gürpınar,Adnan Kahveci Mah.
2692,SAHİBİNDEN KİRALIK DAİRE SIFIR HİÇ KULLANILMAMIŞ,160,3+2,10.000,Kavaklı,Kavaklı Mh.
2693,DEMİR COUNTRY KİRALIK DAİRE 2+1,125,2+1,8.500,Kavaklı,Kavaklı Mh.
2694,İHLAS MARMARA EVLERİ 1. KSIM KIRALIK DAİRE 3+1,160,3+1,8.250,Yakuplu,Marmara Mah.
2695,BEYLİKÜZÜ BEYKENT AKTEL RESİDENCE 3+1 KİRALIK DAİRE,190,3+1,12.000,Gürpınar,Adnan Kahveci Mah.
2696,Yakuplu Meydan 1+1 Daire Eşyalı,75,1+1,5.400,Yakuplu,
2697,BEYLİKDÜZÜ ADNAN KAHVECİDE KOLEJLER BÖLGESİNDE 3+2 DUBLEKS DAİRE,190,3+2,11.000,Gürpınar,Adnan Kahveci Mah.
2698,KUBİST RESİDANCE KİRALIK TERASLI 1+1 6000 TL,55,1+1,6.000,Gürpınar,Adnan Kahveci Mah.
2699,Yakuplu'da E5 ve Metrobüse Yakın Güvenlikli Sitede Çatı Dubkeksi,170,3+1,7.250,Yakuplu,
2700,Beylikdüzü kiralık eşyalı 3+1 daire,160,3+1,15.000,Yakuplu,Marmara Mah.
2701,MARMARA KONAKLARI 3+1 DUBLEX DAİRE,220,3+1,11.500,Yakuplu,Marmara Mah.
2702,KÜRE EMRE YAŞAYANDAN WESTSİDE 1.ETAPTA 3 CEPHELİ LÜKS KİRALIK,169,3+1,15.000,Kavaklı,Barış Mh.
2703,FURNITURED 3+1 APARTMENT FOR RENT. IHLAS-2 EVLERİ C TİPİ 135 M²,135,3+1,10.000,Kavaklı,Kavaklı Mh.
2704,MERKEZİ KONUMDA 2+1 SÜPER LÜKS EŞYALI KİRALIK DAİRE,175,2+1,11.000,Gürpınar,Adnan Kahveci Mah.
2705,BEYLİKDÜZÜ BEYKENTTE 2+1 EŞYALI KİRALIK DAİRE,80,2+1,8.000,Gürpınar,Adnan Kahveci Mah.
2706,MABEYN MARMARA KİRALIK 4+1,240,4+1,14.000,Yakuplu,Marmara Mah.
2707,KÜRE GAYRİMENKUL EMRE YAŞAYANDAN KİRALIK LÜKS 4+1 İÇİ FULL YENİ,210,4+1,11.000,Kavaklı,Kavaklı Mh.
2708,Beylikdüzü Adnan Kahveci'de Yabancıya uygun Butik Sitede 3+1,170,3+1,12.000,Gürpınar,Adnan Kahveci Mah.
2709,ADNAN KAHVECİ MAHALLESİ OSMANLI CADDESİ ÜZERİ KİRALIK,150,3+1,8.000,Gürpınar,Adnan Kahveci Mah.
2710,Kiralık eşyalı daire,135,2+1,10.500,Kavaklı,Kavaklı Mh.
2711,AVENUE AVM D2 BLOCK PERFECT SEA and LAKE VİEW FURNİSHED,156,2+1,15.500,Gürpınar,Adnan Kahveci Mah.
2712,! NEWPORT SİTESİNDE ! & YABANCIYA UYGUN & KİRALIK 1+1 BOŞ DAİRE,95,1+1,4.250,Yakuplu,
2713,beylikdüzü bizimkent de 3+1 kiralık daire 146m2 bulvara cepheli,175,3+1,8.000,Kavaklı,Cumhuriyet Mah.
2714,Beylikdüzü yakuplu mahallesi kiralık daire dubleks,220,4+2,8.000,Yakuplu,
2715,BEYLİKDÜZÜ ADNAN KAHVECİ MAHALLESİNDE 3+1 EŞYALI KİRALIK DAİRE,210,3+1,12.000,Gürpınar,Adnan Kahveci Mah.
2716,BEYLİKDÜZÜ ADAKENT MERKEZDE 3+1 KİRALIK,147,3+1,6.500,Kavaklı,Barış Mh.
2717,YETKİLİ SATIŞ OFİSİNDEN İN MARİ MARMARADA 2+1 KİRALIK DAİRE,120,2+1,11.000,Yakuplu,Marmara Mah.
2718,شقه للأجار مفروشه فرش كاملBEYLİKDÜZÜNDE KİRALİK 3+1 FULL EŞYALI,175,2.5+1,10.000,Kavaklı,Barış Mh.
2719,İNNOVİA EŞYALI 1+1 & TEK DEPOZİT!!!! 3750 TL!!!,60,1+1,3.750,Kavaklı,Cumhuriyet Mah.
2720,BEYLİKDÜZÜ DENİZ MANZARALI EŞYALI KİRALIK 3+1 DAİRE,150,3+1,9.000,Kavaklı,Barış Mh.
2721,BEYLİKDÜZÜ KİRALIK 3+1 DAİRE,145,3+1,7.500,Kavaklı,Kavaklı Mh.
2722,Beylikdüzü Marmara in mari projesi 1+1 loft dublex daire kiralık,95,1+1,7.250,Yakuplu,Marmara Mah.
2723,Beylikdüzü TEVD Saglık Sit Eşyalı Kiralık 3+1 Daire,200,3+1,13.000,Yakuplu,Marmara Mah.
2724,BEYLİKDÜZÜ BARIŞ MAHALLESİNDE KİRALIK 4+2 DUBLEKS,300,4+2,10.000,Kavaklı,Barış Mh.
2725,ALYA MARİN'de 6+2 ULTRA LÜKS DENİZ MANZARALI DUBLEKS KİRALIK,265,6+2,20.000,Kavaklı,Sahil Mah.
2726,KÜRE EMRE YAŞAYANDAN WESTSİDE BEYLİKDÜZÜ PROESİNDE 3+1 KİRALIK,169,3+1,15.000,Kavaklı,Barış Mh.
2727,VENÜS GAYRİMENKUL'DEN VİLLA TADINDA KİRALIK 5+1 TRİPLEX DAİRE,200,5+1,19.000,Kavaklı,Barış Mh.
2728,BEYLİKDÜZÜ ADNAN KAHVECİ KİRALIK 3+1 DAİRE HAVUZLU SİTE,165,3+1,12.000,Gürpınar,Adnan Kahveci Mah.
2729,Beylikdüzü Kavaklı Mahallesinde 4+2 175m2 Sitede Kiralık Daire,175,4+2,8.000,Kavaklı,Kavaklı Mh.
2730,BEYLİKDÜZÜ BARIŞ MAH.3+1 KİRALIK DAİRE,180,3+1,8.000,Kavaklı,Barış Mh.
2731,MABEYN MARMARA 4+1 KİRALIK DAİRE,200,4+1,16.000,Yakuplu,Marmara Mah.
2732,West Side 2 Peyzaj Cephe Kiralık 2+1 Daire,125,2+1,13.000,Kavaklı,Barış Mh.
2733,BEYLİKDÜZÜ TURKUAZ'DAN FULL EŞYALI 2+1 KİRALIK DAİRE,105,2+1,6.000,Yakuplu,
2734,ROYAL TEAM GAYRİMENKUL DUBLEX Kiralık 5+2 KAVAKLI Mah,250,5+2,25.000,Kavaklı,Kavaklı Mh.
2735,westside İstanbul kiralık diare Eşyasiz havuz cephesi,48,1+0,5.000,Kavaklı,Barış Mh.
2736,ADNAN KAHVECİ PARADİSE ÇEVRESİ KİRALIK,150,3+1,7.500,Gürpınar,Adnan Kahveci Mah.
2737,BEYKENT ADNAN KAHVECİ ANA BULVAR ÜZERİ LÜX 1+1 EŞYALI DAİRE,72,1+1,7.000,Gürpınar,Adnan Kahveci Mah.
2738,EŞYALI...BEYKENT ADNAN KAHVECİ ULTRA LÜX 3+1 KISA DÖNEM,175,3+1,15.000,Gürpınar,Adnan Kahveci Mah.
2739,BEYLİKDÜZÜ BEYKENT MERKEZDE SOSYAL TESİSLİ SİTE KİRALIK DAİRE,170,3+1,7.000,Gürpınar,Adnan Kahveci Mah.
2740,BEYLİKDÜZÜ WEST SİDE 2 DE KİRALIK 1+1,95,1+1,7.500,Kavaklı,Barış Mh.
2741,Küre İRFANda GÜRPINAR CADDE de LÜKS SİTEDE DUBLEKS KİRALIK DAİRE,230,5+2,12.500,Gürpınar,Dereağzı Mh.
2742,DEMİR COUNTRY 3+1 KİRALIK DAİRE,174,3+1,12.000,Kavaklı,Kavaklı Mh.
2743,BEYLİKDÜZÜ EKİNOKS RESİDENCE & 1+1 85 M2 BRÜT & 5500 TL!,85,1+1,5.500,Kavaklı,Büyükşehir Mh.
2744,EKİNOKS RESİDENCE & 1+1 85 M2 & METROBÜS 1 DK & 5500 TL!!!,85,1+1,5.500,Kavaklı,Cumhuriyet Mah.
2745,beylikdüzü görpınarda kiralık 3+1 cuma pazarın dibinde,140,3+1,4.000,Gürpınar,Gürpınar Mh.
2746,"HARİKA BİR SİTE KULLANILMAMIŞ DAİRE..,",100,2+1,6.500,Kavaklı,Kavaklı Mh.
2747,BARIŞ MAH. SİTE ICINDE SÜPER 3+1 DAİRE,160,3+1,8.000,Kavaklı,Barış Mh.
2748,Kavaklı kent sitesinde 3+1 full eşyalı yabancıya uygun.,180,3+1,10.500,Kavaklı,Kavaklı Mh.
2749,BEYLİKDÜZÜ HUZURLU MARMARA EVLERİNDE KİRALIK LÜKS 2+1 DAİRE,97,2+1,8.000,Kavaklı,Kavaklı Mh.
2750,KALYONDA 2+1 SIFIR KİRALIK DAİRE,120,2+1,13.000,Yakuplu,Marmara Mah.
2751,BEYİKDÜZÜ ADNAN KAHVECİDE 3 +1 GENİŞ METRE KARELİ KIRALIK DAIRE,150,3+1,7.000,Gürpınar,Adnan Kahveci Mah.
2752,Beylikdüzü Gürpınar merkezde 3+1 full eşyalı kiralık daire,130,3+1,12.000,Gürpınar,Gürpınar Mh.
2753,DEMİR COUNRTY'DE 3+1 KİRALIK DAİRE شقة للاجار السنوي,150,3+1,14.000,Kavaklı,Kavaklı Mh.
2754,BEYLİKDÜZÜ METROBÜSE YAKIN KISMİ EŞYALI KİRALIK 3+1 DAİRE,145,3+1,11.000,Kavaklı,Cumhuriyet Mah.
2755,KUBİST RESİDANCE EŞYALI DENİZ MANZARALI EŞYALI KİRALIK 2+1,105,2+1,12.000,Gürpınar,Adnan Kahveci Mah.
2756,BEYLİKDÜZÜ BÜYÜKŞEHİR B43A BL'DA 3+1 A TİPİ KİRALIK DAİRE,125,3+1,7.000,Kavaklı,Büyükşehir Mh.
2757,BEYLİKDÜZÜ DEMİR COUNTRY'DE 2+1 KİRALIK DAİRE,120,2+1,8.000,Kavaklı,Kavaklı Mh.
2758,BEYLİKDÜZÜ ADNAN KAHVECİDE EŞYALI3+1 KİRALIK DAİRE,300,3+1,16.000,Gürpınar,Adnan Kahveci Mah.
2759,ACİL ACİL FULL EŞYALI GÜRPINAR DA FIRSAT KİRALIK DAİRE,255,3+1,7.500,Gürpınar,Gürpınar Mh.
